,description_id,listing_id,tag
10249,55060,3496,MySQL
10250,55060,3496,Python
10251,55060,3496,SQL
10252,55060,3496,postgresql
10253,55061,3496,Perl
10254,55091,3497,Java
10255,55091,3497,OOP
10256,55096,3497,Excel
10257,55138,3499,Scala
10258,55170,3500,Excel
10259,55171,3500,Excel
10260,55172,3500,Excel
10261,55178,3500,OOP
10262,55185,3502,SQL
10263,55201,3502,Java
10264,55201,3502,Javascript
10265,55201,3502,SQL
10266,55213,3503,Matlab
10267,55231,3504,Excel
10268,55249,3506,Scala
10269,55251,3506,AWS
10270,55252,3506,Git
10271,55255,3506,Docker
10272,55255,3506,Kubernetes
10273,55256,3506,Java
10274,55256,3506,Python
10275,55257,3506,AWS
10276,55264,3507,Testing
10277,55265,3507,Testing
10278,55267,3507,Scala
10279,55268,3507,Scala
10280,55279,3508,Testing
10281,55350,3513,Excel
10282,55354,3513,Excel
10283,55361,3514,Testing
10284,55367,3514,SQL
10285,55368,3514,Java
10286,55369,3514,Shell
10287,55370,3514,Linux
10288,55391,3515,OOP
10289,55442,3517,OOP
10290,55477,3518,OOP
10291,55502,3519,Excel
10292,55514,3520,AWS
10293,55517,3520,Java
10294,55523,3522,Git
10295,55525,3522,SQL
10296,55530,3523,Java
10297,55530,3523,Javascript
10298,55533,3523,D3
10299,55536,3523,Testing
10300,55538,3523,Java
10301,55538,3523,Javascript
10302,55553,3524,Excel
10303,55558,3525,SQL
10304,55559,3525,ETL
10305,55560,3525,Java
10306,55560,3525,Javascript
10307,55560,3525,Python
10308,55560,3525,Shell
10309,55562,3525,Testing
10310,55563,3525,Java
10311,55563,3525,Javascript
10312,55563,3525,Python
10313,55563,3525,Shell
10314,55564,3525,SQL
10315,55574,3526,SQL
10316,55575,3526,Redshift
10317,55576,3526,Tableau
10318,55610,3527,AWS
10319,55610,3527,EMR
10320,55612,3527,Linux
10321,55612,3527,Shell
10322,55613,3527,Spark
10323,55614,3527,Pyspark
10324,55614,3527,Python
10325,55614,3527,Spark
10326,55616,3527,Docker
10327,55634,3528,Linux
10328,55638,3529,Data Pipeline
10329,55643,3529,Data Pipeline
10330,55648,3529,Data Pipeline
10331,55648,3529,SQL
10332,55665,3530,Git
10333,55689,3532,Java
10334,55689,3532,Javascript
10335,55689,3532,NoSQL
10336,55689,3532,Python
10337,55689,3532,SQL
10338,55691,3532,ETL
10339,55692,3532,Java
10340,55692,3532,Javascript
10341,55693,3532,AWS
10342,55694,3532,Git
10343,55698,3532,Testing
10344,55726,3534,Testing
10345,55731,3534,Object Oriented
10346,55737,3534,Docker
10347,55737,3534,Kubernetes
10348,55741,3536,AWS
10349,55741,3536,EMR
10350,55742,3536,Hbase
10351,55744,3536,AWS
10352,55748,3538,AWS
10353,55749,3538,Git
10354,55756,3538,Testing
10355,55757,3539,ETL
10356,55757,3539,Java
10357,55759,3539,AWS
10358,55760,3539,Hbase
10359,55760,3539,NoSQL
10360,55760,3539,SQL
10361,55761,3539,AWS
10362,55767,3539,Hive
10363,55767,3539,Scala
10364,55767,3539,Spark
10365,55768,3539,Hadoop
10366,55768,3539,OOP
10367,55770,3539,ETL
10368,55771,3539,NoSQL
10369,55771,3539,SQL
10370,55772,3539,Docker
10371,55772,3539,Git
10372,55772,3539,Kubernetes
10373,55776,3539,AWS
10374,55782,3540,Git
10375,55795,3541,Git
10376,55805,3542,Java
10377,55805,3542,Javascript
10378,55805,3542,NoSQL
10379,55805,3542,Python
10380,55805,3542,SQL
10381,55807,3542,ETL
10382,55808,3542,Java
10383,55808,3542,Javascript
10384,55809,3542,AWS
10385,55810,3542,Git
10386,55814,3542,Testing
10387,55842,3544,Testing
10388,55847,3544,Object Oriented
10389,55853,3544,Docker
10390,55853,3544,Kubernetes
10391,55857,3546,AWS
10392,55857,3546,EMR
10393,55858,3546,Hbase
10394,55860,3546,AWS
10395,55864,3548,AWS
10396,55865,3548,Git
10397,55872,3548,Testing
10398,55873,3549,ETL
10399,55873,3549,Java
